#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;
EVTDESC200000;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slayed one great boar before he killed my horse and myself.;Nous avons commencé tôt, le soleil venait à peine de percer l'horizon. Les proies abondaient, les chiens ont pris de nombreux lapins et j'ai occis un sanglier avant qu'il ne tue mon cheval et moi-même.  ;Wir fingen früh an, die Sonne hatte sich über dem Horizont kaum erhoben. Es gab viel Beute, die Hunde fingen viele Kaninchen und ich tötete ein großer Eber, bevor er mein Pferd und mich selbst tötete.;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slayed one great boar before he killed my horse and myself.;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slayed one great boar before he killed my horse and myself.;;;;;;;;;x;;;
EVTOPTA200000;I'm a hunter;Je suis un(e) chasseur(se);Ich bin ein Jäger;;I'm a hunter;;;;;;;;;x;;;
EVTDESC200001;The new bird is almost too perfect. I enjoy every hunt with her, and the cook has trouble finding new recipes for rabbit.;Le nouvel oiseau est presque trop parfait. J'éprouve une grande joie à chaque chasse avec lui et le cuisinier à du mal à trouver de nouveaux récipients pour conserver les lapins. ;Der neue Vogel ist fast zu vollkommen. Ich genieße jede Jagd mit ihr, und der Koch hat Schwierigkeiten, neue Rezepte für das Kaninchen zu finden.;;The new bird is almost too perfect. I enjoy every hunt with her, and the cook has trouble finding new recipes for rabbit.;;;;;;;;;x;;;
EVTOPTA200001;I'm a falconer;Je suis un(e) fauconnier(ière) ;Ich bin ein Falkner;;Soy un cetrero;;;;;;;;;x;;;
EVTDESC200002;I'm never happier than when I'm in my study, poring over some newly imported volume. Books are truly God's greatest gift to man.;Je ne suis jamais aussi heureux que lorsque je suis à mon étude, étudiant de près quelques nouveaux manuscrits importés. Les livres sont vraiment les plus cadeaux que Dieu à fait aux hommes.;Ich bin nie glücklicher wenn Ich über einem kürzlich importierten Buch brüte. Bücher sind wahrhaft das größte Geschenk  Gottes dem Allmächtigen;I'm never happier than when I'm in my study, poring over some newly imported volume. Books are truly God's greatest gift to man.;I'm never happier than when I'm in my study, poring over some newly imported volume. Books are truly God's greatest gift to man.;;;;;;;x;;;;;
EVTOPTA200002;I'm a scholar;Je suis un(e) lettré(e);Ich bin ein Schüler;I'm a scholar;I'm a scholar;;;;;;;x;;;;;
EVTDESC200003;I found the strange book collecting dust in a forgotten corner of the castle library. It took me several weeks of intense study before its mystery revealed itself to me. The gibberish parts was encoded and after many hours trying to decipher I managed to break it and construct a key to make it easier for me to read. Its mystery is still not solved...;J'ai trouvé ce livre poussiéreux dans un coin perdu de la bibliothèque du château. Cela m'a pris plusieurs semaines d'intenses études avant que je puisse percer son mystère. Les parties pleines de charabia étaient en réalité codées. Après maintes heures et tentatives pour les déchiffrer j'ai réussi à m'en défaire et à fabriquer une clé me permettant de lire plus facilement. Son mystère n'est toujours pas résolu....  ;Ich fand das fremde Buch, das Staub an einer vergessenen Ecke der Schlossbibliothek sammelt. Ich brauchte mehrere Wochen der intensiven Studie, bevor sein Mysterium sich zu mir offenbarte. Die Kauderwelsch-Teile wurden verschlüsselt und nach vielen Stunden versuchend zu entziffern ich schaffte, es zu brechen und einen Schlüssel zu bauen, es leichter für mich zu machen, zu lesen. Sein Mysterium wird noch immer nicht gelöst...;I found the strange book collecting dust in a forgotten corner of the castle library. It took me several weeks of intense study before its mystery revealed itself to me. The gibberish parts was encoded and after many hours trying to decipher I managed to break it and construct a key to make it easier for me to read. Its mystery is still not solved...;I found the strange book collecting dust in a forgotten corner of the castle library. It took me several weeks of intense study before its mystery revealed itself to me. The gibberish parts was encoded and after many hours trying to decipher I managed to break it and construct a key to make it easier for me to read. Its mystery is still not solved...;;;;;;;x;;;;;
EVTOPTA200003;I'm a mystic;Je suis un mystique;Ich bin ein Mystiker;I'm a mystic;I'm a mystic;;;;;;;x;;;;;
EVTDESC200004;My regular excursions into the dungeon have only served to whet my appetite. I have sent for a skilled torturer who will teach me more about the arts of pain.;Mes excursions régulières dans le donjon ont seulement servis à aiguiser mon appétit. J'ai envoyé chercher un bourreau talentueux qui m'en apprendra plus sur l'art de la douleur. ;Meine regelmäßigen Ausflüge in den Kerker haben nur meinem Verlangen nach mehr gedient. Ich habe nach einem Fachpeiniger geschickt, der mich mehr über die Künste des Schmerzes lehren wird.;;My regular excursions into the dungeon have only served to whet my appetite. I have sent for a skilled torturer who will teach me more about the arts of pain.;;;;;;;;;x;;;
EVTOPTA200004;I'm an impaler;Je suis un empaleur;Ich bin ein Pfähler;;I'm an impaler;;;;;;;;;x;;;
EVTDESC200005;My garden is the apple of my eye, my pride and joy. I distrust my gardener and would spend every hour of the day in my garden if I could.;Mon jardin est la prune de mes yeux, ma fierté et ma joie. Je me méfie de mon jardinier et passerais ma vie dans mon jardin si je pouvais.;Mein Garten ist wie mein Augapfel, mein Stolz und meine Heiterkeit. Ich misstraue meinem Gärtner und würde jede Stunde des Tages in meinem Garten verbringen, wenn ich könnte.;;My garden is the apple of my eye, my pride and joy. I distrust my gardener and would spend every hour of the day in my garden if I could.;;;;;;;;;x;;;
EVTOPTA200005;I'm a gardener;Je suis un jardinier;Ich bin ein Gärtner;;I'm a gardener;;;;;;;;;x;;;
EVTDESC200006;My modest attempts to write poetry were never meant to be published in any way, but wherever I go, bards and minstrels are reciting or singing my poems.;Mes modestes tentatives pour écrire de la poésies n'ont jamais été publiées, mais où que j'ailles, bardes et menestrels récitent mes poèmes.  ;Meine bescheidenen Versuche, Gedichte zu schreiben, waren nie dazu gedacht veröffentlicht zu werden, aber wohin auch immer ich gehe, rezitieren Barden und Minnesänger  meine Gedichte;;My modest attempts to write poetry were never meant to be published in any way, but wherever I go, bards and minstrels are reciting or singing my poems.;;;;;;;;;x;;;
EVTOPTA200006;I'm a poet;Je suis un poète;Ich bin ein Poet;;I'm a poet;;;;;;;;;x;;;
EVTDESC200007;After a long time of contemplation and soul-searching it feels as if I could bear to live in complete celibacy for the rest of my life.;Après un long moment de contemplation et de retour sur moi-même il semble que je puisse vivre dans un célibat complet jusqu'à la fin de mes jours.;Nach einer langen Zeit des Nachdenkens und der Gewissenserforschung fühlt es sich, als ob ich die Last des Zölibat den Rest meines Lebens ertragen könnte.;;After a long time of contemplation and soul-searching it feels as if I could bear to live in complete celibacy for the rest of my life.;;;;;;;;;x;;;
EVTOPTA200007;I'm celibate;Je suis célibataire;Ich lebe im Zölibat.;;I'm celibate;;;;;;;;;x;;;
EVTDESC200008;This lifestyle of utmost pleasure and joyous life suits me perfectly. This can be nothing but heaven.;Ce mode de vie plein de plaisirs extr^mes et et de joie de vivre me convient parfaitement. Ce ne peut être rien d'autre que le paradis.;Dieser Lebensstil aud purem Vergnügens und freudigen Lebens passt mir vollkommen. Das kann nur der Himmel sein.;;This lifestyle of utmost pleasure and joyous life suits me perfectly. This can be nothing but heaven.;;;;;;;;;x;;;
EVTOPTA200008;I'm a hedonist;Je suis un hédoniste;Ich bin ein Hedonist;;I'm a hedonist;;;;;;;;;x;;;
EVTDESC200009;The duel was close fought, but in the end I was victorious over my opponent. As I basked in the admiration of my peers, I knew that I had to do this again.;Le duel fut un combat serré et acharné, mais à la fin je parvint à triompher de mon adversaire. Après m'être enivré de l'admiration de mes pairs, j'ai su que je devais le refaire.;Das Duell war knapp erkämpft, aber schließlich war ich über meinen Gegner siegreich. Als ich mich in der Bewunderung unter meine Gleichen sonnte, wusste ich, dass ich das wieder tun musste.;The duel was close fought, but in the end I was victorious over my opponent. As I basked in the admiration of my peers, I knew that I had to do this again.;The duel was close fought, but in the end I was victorious over my opponent. As I basked in the admiration of my peers, I knew that I had to do this again.;;;;;;;x;;;;;
EVTOPTA200009;I'm a duelist;Je suis un duéliste;Ich bin ein Duellant;I'm a duelist;I'm a duelist;;;;;;;x;;;;;
EVTOPTD50002;Off with [From.GetPossPronoun] head!;Qu'on lui coupe sa tête!;Ab mit [From.GetPossPronoun] Kopf !;Off with [From.GetPossPronoun] head!;Off with [From.GetPossPronoun] head!;;;;;;;x;;;;;
EVTDESC50000;My friends have come up with a daring plan to break me out of prison. Do I dare to make the attempt?;Mes amis sont venus avec un plan audacieux pour me sortir de prison. Oserais-je faire une tentative? ;Meine Freunde haben einen mutigen Plan ersonnen, mich aus dem Gefängnis zu befreien. Wage ich, den Versuch ?;;My friends have come up with a daring plan to break me out of prison. Do I dare to make the attempt?;;;;;;;;;x;;;
EVTOPTA50000;It's too risky;C'est trop riqué. ;Es ist zu Riskant;;It's too risky;;;;;;;;;x;;;
EVTOPTB50000;Freedom is worth any risk;La Liberté vaut n'importe quel risque;Freiheit ist jedes Risiko wert !;;Freedom is worth any risk;;;;;;;;;x;;;
EVTDESC18700;Several Kingdoms in Europe are fighting to keep the pagans back and try to spread Christianity eastwards. The Livonian Order should assist them by offering to settle on their borders.;Plusieurs royaumes d’Europe combattent pour repousser les païens et tenter de propager le christianisme vers l’est. L’Ordre Teutonique devrait les assister en leur proposant de s’installer sur leur frontière.;Mehrere europäische Königreiche kämpfen gegen den Vormarsch der Heiden und versuchen, das Christentum in östlicher Richtung zu verbreiten. Der Deutsche Orden sollte sie unterstützen, indem er seine Ansiedlung an ihren Grenzen anbietet.;;Varios reinos de Europa luchan por detener a los paganos e intentan difundir el cristianismo hacia el este. La Orden Teutónica debería ayudarles permitiéndoles asentarse en sus fronteras.;;;;;;;;;x;;;
EVTOPTA18700;I will send an offer;Je vais envoyer une offre.;Ich werde ein Angebot schicken;;Enviaré una oferta;;;;;;;;;x;;;
EVTDESC18702;[From.GetTitledName] has graciously seceded the [Root.County.GetFullName] to us. The Livonian Order will now be able to effectively fight the heathens in this region.;[From.GetTitledName] nous a gracieusement cédé le(la) [Root.County.GetFullName]. L’ordre Teutonique va maintenant pouvoir combattre efficacement les païens dans cette région.;[From.GetTitledName] hat uns gnädigerweise die Grafschaft [Root.County.GetFullName] abgetreten. Jetzt kann der Deutsche Orden die Heiden dieser Region effizient bekämpfen.;;[From.GetTitledName] nos ha cedido cortésmente el [Root.County.GetFullName]. Ahora la Orden Teutónica podrá combatir con eficacia a los paganos de esta región.;;;;;;;;;x;;;
EVTNAME18703;The Livonian Order;L’ordre Teutonique;Der Deutsche Orden;;La Orden Teutónica;;;;;;;;;x;;;
EVTDESC18703;In an effort to defend [FromFrom.PrimaryTitle.GetName] against pagan attacks, [FromFrom.GetTitledFirstName] has granted the Livonian Order the [From.County.GetFullName]. This province has never been fully settled and many of the population are still heathens. This noble gesture could help protect the endangered frontier of [FromFrom.PrimaryTitle.GetName] as well as further the Holy War against pagans.;Pour défendre [FromFrom.PrimaryTitle.GetName] des attaques des païens, [FromFrom.GetTitledFirstName] a accordé le(la) [From.County.GetFullName] à l’ordre Teutonique. Cette province n’a jamais été totalement colonisée et la majeure partie de la population est encore composée de païens. Ce noble geste pourrait contribuer à protéger la frontière de [FromFrom.PrimaryTitle.GetName], actuellement en danger, afin de poursuivre la guerre sainte contre les païens.;Im Bestreben der Verteidigung von [FromFrom.PrimaryTitle.GetName] gegen heidnische Angriffe hat [FromFrom.GetTitledFirstName] dem Deutschen Orden die Grafschaft [From.County.GetFullName] gewährt. Diese Provinz wurde nie vollständig besiedelt, und die Bevölkerung ist größtenteils immer noch heidnisch. Diese noble Geste könnte dabei helfen, die gefährdete Grenze von [FromFrom.PrimaryTitle.GetName] zu schützen und den Heiligen Krieg gegen die Heiden voran zu treiben.;;En un esfuerzo por defender a [FromFrom.PrimaryTitle.GetName] contra los ataques paganos, [FromFrom.GetTitledFirstName] ha concedido a la Orden Teutónica el [From.County.GetFullName]. Esta provincia nunca se ha poblado completamente y muchos habitantes son aún paganos. Este noble gesto podría ayudar a proteger la frontera en peligro de [FromFrom.PrimaryTitle.GetName] además de reforzar la Guerra Santa contra los paganos.;;;;;;;;;x;;;
EVTDESC18701;To the Great [Root.GetTitledFirstName],\nYour wisdom and mercy are legendary. The Livonian Order wishes to assist you in your valiant struggle against the pagans. By transfering a border County to the order, we will be able to establish a local presence and fight these heathens.;À l’attention du(de la) Grand(e) [Root.GetTitledFirstName],\nVotre sagesse et votre miséricorde sont légendaires. L’ordre Teutonique souhaite vous aider dans votre vaillant combat contre les païens. Le transfert d’un comté frontalier à l’ordre nous permettra d’établir une présence locale et de combattre ces barbares.;Oh [Root.GetTitledFirstName],\nYEure Weisheit und Gnade sind legendär. Der Deutsche Orden möchte Euch bei Eurem heldenhaften Kampf gegen die Heiden unterstützen. Durch die Abtretung einer Grenzgrafschaft könnten wir eine lokale Präsenz etablieren und diese Ungläubigen bekämpfen.;;Al gran [Root.GetTitledFirstName],\nTu sabiduría y clemencia son legendarias. La Orden Teutónica desea ayudarte en tu valerosa lucha contra los paganos. Cediendo un condado fronterizo a la orden podremos establecer una presencia local y combatir a esos paganos.;;;;;;;;;x;;;
EVTDESC18720;The Livonian Order wishes to expand into the Baltics in order to better fight the heathens. To show my support, perhaps I should offer them a county of mine?;L'Ordre Teutonique souhaite s'établir dans la Baltique pour mieux combattre les païens. Afin de montrer mon soutien, je devrais peut-être leur offrir l'un de mes comtés ?;Der Teutonische Orden möchte in den Ostseeraum expandieren, um die Heiden besser bekämpfen zu können. Sollte ich ihnen vielleicht eine meiner Grafschaften anbieten, um ihnen meine Unterstützung zu zeigen? ;;La Orden Teutónica desea expandirse en el territorio Báltico a fin de combatir mejor a los paganos. Para mostrar mi apoyo, ¿debería quizás ofrecerle uno de mis condados?;;;;;;;;;x;;;
EVTOPTA18720;Their precense is most welcome;Leur présence est plus que bienvenue;Ihre Präsenz ist mehr als willkommen;;Su presencia es más que bienvenida;;;;;;;;;x;;;
EVTOPTB18720;I would never give away my land;Je ne donnerai jamais mes terres;Ich würde niemals mein Land weggeben;;Nunca daré una de mis tierras;;;;;;;;;x;;;
EVTDESC18721;My liege,\nI wish to support The Livonian Order by grating them a county, and seek your approval.\n\nYour humble vassal,\n[From.GetTitledName];Mon seigneur,\nJe souhaite soutenir l'Ordre Teutonique en leur donnant un comté, et je souhaite votre accord.\n\nVotre humble vassal,\n[From.GetTitledName];Mein Fürst,\nich möchte den Teutonischen Orden unterstützen, indem ich ihm eine Grafschaft übergebe, und hoffe auf Eure Zustimmung.\n\nEuer ergebener Vasall,\n[From.GetTitledName];;Mi señor,\ndeseo apoyar a la Orden Teutónica otorgándole un condado y solicito vuestra aprobación.\n\nVuestro humilde vasallo,\n[From.GetTitledName];;;;;;;;;x;;;
EVTOPTA18721;I better leave this decision to my liege;Je ferais mieux de laisser cette décision à mon seigneur;Ich überlasse diese Entscheidung lieber meinem Lehnsherrn;;Mejor dejo esta decisión a mi señor;;;;;;;;;x;;;
EVTOPTB18721;You have my blessing;Vous avez ma bénédiction;Ihr habt meinen Segen;;Tienes mi bendición;;;;;;;;;x;;;
EVTOPTC18721;No land is to be ceded;Aucune terre ne sera cédée;Kein Land soll abgetreten werden;;Ninguna tierra será cedida;;;;;;;;;x;;;
EVTDESC18722;My liege,\nMy vassal, [FromFrom.GetTitledName] wishes to support The Livonian Order by grating them a county. I would of course not allow such an important decision without first seeking your approval.\n\nYour humble vassal,\n[From.GetTitledName];Mon seigneur,\n[FromFrom.GetTitledName], mon vassal, souhaite soutenir l'Ordre Teutonique en leur donnant un comté. Il est évident que je ne prendrai pas une décision aussi importante sans venir chercher votre accord.\n\nVotre humble vassal,\n[From.GetTitledName];Mein Fürst,\nMein Vasall, [FromFrom.GetTitledName] möchte den Teutonischen Orden unterstützen, indem er ihm eine Grafschaft übergibt. Eine solch wichtige Entscheidung würde ich natürlich nicht gewähren, ohne zuerst Eure Zustimmung einzuholen.\n\nEuer ergebener Vasall,\n[From.GetTitledName];;Mi señor,\nMi vasallo [From.GetTitledName] desea apoyar a la Orden Teutónica otorgándole un condado. Por supuesto, jamás permitiría tan importante decisión sin solicitar primero su aprobación.\n\nSu humilde vasallo,\n[From.GetTitledName];;;;;;;;;x;;;
EVTOPTA18722;Excelent proposal!;Excellente proposition !;Hervorragender Vorschlag!;;¡Excelente proposición!;;;;;;;;;x;;;
EVTOPTB18722;I will not permit any ceding of land;Je ne permettrai aucune cession de terre;Ich werde keine Landabtretung gestatten;;No permitiré la cesión de ninguna tierra;;;;;;;;;x;;;
EVTDESC18723;Your generous offer of grating a county to The Livonian Order has met with my approval.\n[From.GetTitledName];Votre offre généreuse qui vise à donner un comté à l'Ordre Teutonique a ma bénédiction.\n[From.GetTitledName];Euer großzügiges Angebot, an den Teutonischen Orden eine Grafschaft abzutreten, findet meine Billigung.\n[From.GetTitledName];;Vuestra generosa oferta de otorgar un condado a la Orden Teutónica cuenta con mi aprobación.\n[From.GetTitledName] ;;;;;;;;;x;;;
EVTOPTA18723;Then so it shall be!;Qu'il en soit ainsi !;So soll es sein!;;¡Entonces que así sea!;;;;;;;;;x;;;
EVTDESC18724;I will not permit that you cede any territory to The Livonian Order!\n[From.GetTitledName];Je ne permettrai pas que vous cédiez une terre à l'Ordre Teutonique !\n[From.GetTitledName];Ich werde es nicht gestatten, dass Ihr irgendwelches Land an den Teutonischen Orden abtretet!\n[From.GetTitledName];;¡No permitiré que se ceda ningún territorio a la Orden Teutónica!\n[From.GetTitledName];;;;;;;;;x;;;
EVTOPTA18724;Then I will retract my offer;Je retirerai donc mon offre;Dann werde ich mein Angebot zurückziehen;;Entonces retiro mi oferta;;;;;;;;;x;;;
EVTDESC18725;To the Great [Root.GetTitledFirstName],\nYour bravery is legendary. I wish to support you in your valiant struggle against the heathens, and hereby offer to transfer a County to the order.\n\nSigned,\n[From.GetTitledName];Au Grand [Root.GetTitledFirstName],\nVotre bravoure est légendaire. Je souhaite vous soutenir dans votre valeureuse lutte contre les païens, et vous offre par la présente la cession d'un Comté à l'Ordre.\n\nSigné,\n[From.GetTitledName];An den Großen [Root.GetTitledFirstName],\nEure Tapferkeit ist legendär. Ich möchte Euch in Eurem tapferen Kampf gegen die Heiden unterstützen, und biete Eurem Orden hiermit eine Grafschaft an.\n\nGezeichnet,\n[From.GetTitledName];;Al gran [Root.GetTitledFirstName],\nVuestra valentía es legendaria. Deseo apoyaros en vuestra valiente campaña contra los paganos y por la presente os ofrezco un Condado para la orden.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x;;;
EVTDESC110000;It seems as though a great change has occured in my life.;Il semble qu'un grand chagement est arrivé dans ma vie.  ;Es scheint, als ob eine große Änderung in meinem Leben geschehen wird.;It seems as though a great change has occured in my life.;It seems as though a great change has occured in my life.;;;;;;;x;;;;;
EVTOPTA110000;I am in control of myself!;Je suis mon propre maître!;Ich habe mich voll unter Kontrolle;I am in control of myself!;I am in control of myself!;;;;;;;x;;;;;
EVTDESC110001;My changes to the crown authority of the Empire have now been fully implemented across the realm.;Le changement d'autorité de la Couronne de l'Empire que j'ai désiré est désormais pleinement mis en œuvres à travers le Royaume.;Meine Änderungen der Krone-Autorität  sind jetzt im ganzen Reich durchgeführt worden.;My changes to the crown authority of the Empire have now been fully implemented across the realm.;My changes to the crown authority of the Empire have now been fully implemented across the realm.;;;;;;;x;;;;;
EVTOPTA110001;Good;Bien;Gut;Good;Good;;;;;;;x;;;;;
EVTNAME39103;The Order of Santiago;L'Ordre de Santiago;Der Orden von Santiago;The Order of Santiago;The Order of Santiago;;;;;;;x;;;;;
EVTDESC39103;The Order of Santiago has been formed, sponsored by [ThePope.GetTitledFirstName] and the Kings of Spain. The Order of Santiago will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;L'Ordre de Santiago a été formé, soutenu par [ThePope.GetTitledFirstName] et le Roi d'Espagne. L'Ordre de Santiago servira tout bon souverain catholique voulant bien les entretenir. Etant un Ordre religieux, ils ne se battront pas contre d'autres catholiques.;Der Orden von Santiago wurde durch  [ThePope.GetTitledFirstName]  und die Könige Spaniens gegründet. Der Orden von Santiago wird jedem guten katholischen Herscher dienen, das bereit ist, für ihren Unterhalt zu zahlen. Eine religiöser Orden seiend, werden sie mit anderen Katholiken nicht kämpfen.;The Order of Santiago has been formed, sponsored by [ThePope.GetTitledFirstName] and the Kings of Spain. The Order of Santiago will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;The Order of Santiago has been formed, sponsored by [ThePope.GetTitledFirstName] and the Kings of Spain. The Order of Santiago will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;;;;;;;x;;;;;
EVTOPTA39103;Non Nobis Domine Sed Nomini Tuo Da Gloriam;Non Nobis Domine Sed Nomini Tuo Da Gloriam;Non Nobis Domine Sed Nomini Tuo Da Gloriam;Non Nobis Domine Sed Nomini Tuo Da Gloriam;Non Nobis Domine Sed Nomini Tuo Da Gloriam;;;;;;;x;;;;;
EVTNAME39104;The Livonian Order;L'Ordre Livonien;The Livonian Order;The Livonian Order;The Livonian Order;;;;;;;x;;;;;
